,,,,,,,,,6.02E+23,,1.20E+02,N*,1000,,,,,,,kJ/mol,J /K/mol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H4,,M,C2H3,H,M,,3.50E-03,-3.00,5.50E+04,2.76E+18,1.23E-28,alternative that is very close at high T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,C2H4,,M,C2H3,H,M,,4.30E+11,,4.86E+04,,3.39E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,183,C2H2,H2,M,C2H4,,M,,5.00E-13,,1.96E+04,,1.53E-21,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H2,H2,M,C2H4,,M,,2.48E-33,,1.49E+04,1.79E+18,8.52E-40,reverse of Baulch et al k0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,184,C2H4,,M,C2H2,H2,M,,5.80E-08,,3.60E+04,,1.40E-23,k0 Baulch et al 1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H4,,M,C2H2,H2,M,,1.17E+13,,40719,1.74E+18,2.43E-05,k_infty reverse ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,185,CH2,CH3,,C2H4,H,,,7.00E-11,,,,7.00E-11,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H4,,CH3,CH2,,,3.50E-08,,3.10E+04,,1.20E-21,entropy favors this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,186,H,C2H4,,CH3,CH2,,,1.60E-08,,3.00E+04,,1.50E-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH,CH4,,CH2,CH3,  ,no evidence,5.00E-11,0.00,-200,,6.11E-11,products... Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH,CH4,,CH2,CH3,  ,that these,0.00E+00,0.00,0,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH,CH4,,C2H4,H,  ,or these,5.00E-11,0.00,-200,,6.11E-11,Moses-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH,CH4,,C2H4,H,  ,are the ,0.00E+00,0.00,-200,,0.00E+00,Moses-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,187,CH,CH4,,C2H4,H,,products,7.60E-11,,,,7.60E-11,"products,  Fleurat-Lessard, P.; Rayez, J.C.; Bergeat, A.; Loison, J.C. Reaction of methylidyne CH(X2Pi) radical with CH4 and H2S: overall rate constant and absolute atomic hydrogen production Chem. Phys. 279, 87 - 99 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,188,H,C2H4,,CH,CH4,,,1.00E-09,,2.84E+04,,4.63E-22,check!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H4,,CH,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H3,H2,,C2H4,H,,,1.61E-13,2.63,4.30E+03,,5.18E-14,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H3,H2,,C2H4,H,,,2.83E-13,0.70,2.56E+03,,5.07E-14,Weissman and Benson 1988; Moses-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H3,H2,,C2H4,H,,,3.42E-12,,4.18E+03,,5.23E-14,"Knyazev, V.D.; Bencsura, A.; Stoliarov, S.I.; Slagle, I.R. 1996.  Kinetics of the C2H3 + H2 = H + C2H4 and CH3 + H2 = H + CH4 reactions. J. Phys. Chem. 100, 11346 - 11354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H3,H2,,C2H4,H,,,3.39E-14,2.56,2.53E+03,,5.88E-14,"Knyazev, V.D.; Bencsura, A.; Stoliarov, S.I.; Slagle, I.R. 1996.  Kinetics of the C2H3 + H2 = H + C2H4 and CH3 + H2 = H + CH4 reactions. J. Phys. Chem. 100, 11346 - 11354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,189,C2H3,H2,,C2H4,H,,,3.14E-12,0.70,3.63E+03,,1.93E-13,my reverse of Knyazev (its just for consistency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H4,,H2,C2H3,,,9.00E-10,,7.50E+03,,4.97E-13,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H4,,H2,C2H3,,,4.00E-12,2.53,6.16E+03,,1.78E-13,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,190,H,C2H4,,H2,C2H3,,,5.01E-12,1.93,6.52E+03,,7.54E-14,"Knyazev, V.D.; Bencsura, A.; Stoliarov, S.I.; Slagle, I.R. 1996.  Kinetics of the C2H3 + H2 = H + C2H4 and CH3 + H2 = H + CH4 reactions. J. Phys. Chem. 100, 11346 - 11354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,191,O,C2H4,,HCO,CH3,,,8.20E-13,2.08,,,1.00E-11,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,192,HCO,CH3,,O,C2H4,,,3.70E-12,,1.75E+04,,9.29E-20,reverse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,193,OH,C2H4,,C2H3,H2O,,,1.66E-13,2.75,2.10E+03,,5.57E-13,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OH,C2H4,,C2H3,H2O,,,3.40E-11,,2.99E+03,,1.71E-12,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H3,H2O,,OH,C2H4,,,1.20E-14,2.90,7.48E+03,,2.22E-16,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H3,H2O,,OH,C2H4,,,3.50E-12,,5.75E+03,,1.11E-14,reverse of Baulch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,194,C2H3,H2O,,OH,C2H4,,,7.90E-13,1.30,7.06E+03,,3.25E-15,600-2000 K revere Tsang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3,C2H4,,C2H3,CH4,,,6.90E-12,,5.60E+03,,2.55E-14,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,195,CH3,C2H4,,C2H3,CH4,,,1.57E-14,3.70,4.78E+03,,1.13E-14,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H3,CH4,,CH3,C2H4,,,2.13E-14,4.02,2.75E+03,,1.72E-13,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,196,C2H3,CH4,,CH3,C2H4,,,1.19E-12,1.92,2.98E+03,,6.10E-13,600-2000 K reverse Tsang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H2,C2H4,,C2H3,C2H3,,,4.00E-11,,3.44E+04,,4.60E-26,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,197,C2H2,C2H4,,C2H3,C2H3,,,1.50E-08,,4.31E+04,,2.87E-27,reverse 1600-2400 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,198,C2H3,C2H3,,C2H2,C2H4,,,2.40E-11,,,,2.40E-11,Fahr et al. 1993; Moses-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C2H5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H4,M,C2H5,,M,,1.25E-11,1.07,7.30E+02,,2.18E-11,"Curran, H.J. 2006 Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition.  Int. J. Chem. Kinet. 38, 250 - 275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,199,H,C2H4,M,C2H5,,M,,9.00E-12,1.75,6.05E+02,,4.04E-11,"Michael, J.V.; Su, M.C.; Sutherland, J.W.; Harding, L.B.; Wagner, A.F.  2005 Rate constants for D+C2H4 -> C2H3D+H at high temperature: implications to the high pressure rate constant for H+C2H4 -> C2H5.  Proc. Combust. Inst. 30, 965 - 973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H4,M,C2H5,,M,,9.00E-11,0.00,1.30E+03,,2.45E-11,a reasonable match to the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,H,C2H4,M,C2H5,,M,,7.70E-30,,3.81E+02,7.68E+18,5.26E-30,Baulch et al 1994 in N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H4,M,C2H5,,M,,3.50E-30,,,,3.50E-30,reverse of Baulch etal k0 R394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,h,c2h4,,c2h5,,,,9.78E-12,1.28,6.50E+02,,2.38E-11,julie moses table Baulck 1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H5,,M,C2H4,H,M,,1.70E-06,,1.68E+04,,8.27E-14,Baulch et al 1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,200,C2H5,,M,H,C2H4,M,,3.35E+14,,19421,,1.23E+06,reverse of Michael et al k_infty R474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,C2H5,,M,H,C2H4,M,,4.25E-06,,17277,9.24E+18,1.33E-13,reverse of Baulch et al k_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,201,H,C2H5,,CH3,CH3,,,6.00E-11,,,,6.00E-11,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H5,,CH3,CH3,,,7.95E-11,,1.27E+02,,7.00E-11,Pratt and Wood 1984; Moses-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3,CH3,,C2H5,H,,,5.00E-11,0.00,6.80E+03,,5.57E-14,Baulch 1992 recommendation; 2 more recent expts agree,,This is better but it not consistent with the C2H5 H and S that I use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3,CH3,,C2H5,H,,,2.50E-12,,5.48E+03,,1.05E-14,Reverse of Baulch R285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,202,CH3,CH3,,C2H5,H,,,4.70E-19,7.00,2.40E+02,,1.69E-15,reverse of Baulch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,203,H,C2H5,,C2H4,H2,,,3.00E-12,,0.00E+00,,3.00E-12,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,204,H2,C2H4,,H,C2H5,,,1.70E-11,,3.43E+04,,2.20E-26,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2,C2H4,,H,C2H5,,,8.30E-12,,3.43E+04,,1.05E-26,"reverse 1800, 2400 K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,205,O,C2H5,,H2CO,CH3,,,1.10E-10,,,,1.10E-10,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H2CO,CH3,,O,C2H5,,,4.00E-11,,4.06E+04,,9.33E-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,206,C2H5,OH,,C2H4,H2O,,,4.00E-11,,,,4.00E-11,Tsang Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H4,H2O,,C2H5,OH,,,2.20E-10,,3.99E+04,,9.92E-28,"2000, 2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,207,CH2,C2H5,,C2H4,CH3,,,3.00E-11,,,,3.00E-11,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H4,CH3,,CH2,C2H5,,,3.60E-10,,3.63E+04,,6.19E-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H4,C2H4,,C2H3,C2H5,,,8.00E-10,,3.60E+04,,1.86E-25,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,208,CH3  ,C2H5,,C2H4,CH4,,,1.90E-12,0.00,0.00E+00,,1.90E-12,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3  ,C2H5,,C2H4,CH4,,,1.90E-12,-0.50,0.00E+00,,1.04E-12,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3  ,C2H5,M,C3H8,,M,,5.60E-11,,,,,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H4,CH4,,CH3  ,C2H5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C2H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,209,CH3,CH3,M,C2H6, ,M,,1.60E-24,-7.00,1.39E+03,6.88E+17,8.72E-29,"Baulch et al 1992, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3,CH3,M,C2H6, ,M,,2.00E-23,-7.25,2.17E+03,1.62E+17,3.71E-28,300-1800 Du et al 1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3,CH3,M,C2H6, ,M,,4.01E-24,-7.00,1.39E+03,2.75E+17,2.18E-28,Slagle et al 1988; Moses-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3,CH3,M,C2H6, ,M,,1.17E-25,-3.75,4.94E+02,7.68E+16,7.81E-28,"300-1350 K Wang, B.S.; Hou, H.; Yoder, L.M.; Muckerman, J.T.; Fockenberg, C. ""Experimental and theoretical investigations on the methyl-methyl recombination reaction"" J. Phys. Chem. A:, 107, 11414 - 11426
 (2003)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3,CH3,M,C2H6, ,M,,1.79E-10,-1.18,3.29E+02,,3.11E-11,Slagle et al 1988; Moses-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,CH3,CH3,M,C2H6, ,M,,6.00E-11,0.00,0.00E+00,,6.00E-11,B aulch 1994 recommendation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3,CH3,M,C2H6,,M,,6.01E-26,-5.50,,7.50E+17,8.00E-29,this is a good reverse of Baulch 1994 k0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H6,,M,CH3,CH3,M,,5.35E+04,-8.20,4.71E+04,5.53E+17,9.67E-21,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H6,,M,CH3,CH3,M,,1.50E-04,0.00,3.60E+04,1.54E+17,3.48E-20,measured for T \approx 1100 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H6,,M,CH3,CH3,M,,1.90E+09,-13.14,5.11E+04,3.31E+17,1.61E-20,2005 experiments 700-1900 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H6,,M,CH3,CH3,M,,1.68E-02,,4.04E+04,1.14E+17,4.69E-20,reverse of k0 R289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,C2H6,,M,CH3,CH3,M,,7.15E+16,,4.40E+04,,5.35E-03,reverse of kinfty 6e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,210,C2H6,,M,CH3,CH3,M,,1.50E+03,-7.00,4.50E+04,5.69E+17,9.39E-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,211,C2H5,OH,,O,C2H6,,,4.50E-12,,4900,,,reverse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,212,O,C2H6,,C2H5,OH,,,8.60E-12,1.50,2.92E+03,,2.82E-12,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,213,C2H5,H2O,,OH,C2H6,,,2.00E-11,,1.15E+04,,2.03E-16,reverse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,214,OH,C2H6,,C2H5,H2O,,,1.10E-12,2.00,4.35E+02,,7.91E-12,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H5,H2,,C2H6,H,,,4.20E-12,3.60,4.25E+03,,4.57E-12,typo in table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H5,H2,,C2H6,H,,,4.15E-15,3.60,4.25E+03,,4.51E-15,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H5,H2,,C2H6,H,,,1.50E-14,3.50,4.00E+03,,1.86E-14,reverse of Tsang Hampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,215,C2H5,H2,,C2H6,H,,,4.20E-11,1.60,6.51E+03,,4.29E-13,600-1800 K reverse of Tsang Hampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H,C2H6,,H2,C2H5,,,1.25E-11,1.50,3.73E+03,,1.83E-12,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,216,H,C2H6,,H2,C2H5,,,4.20E-13,3.50,2.60E+03,,2.11E-12,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H5,CH4,,CH3  ,C2H6,,,2.51E-15,4.14,6.32E+03,,6.60E-16,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H5,CH4,,C2H6,CH3,,,1.10E-14,4.00,6.30E+03,,2.49E-15,reverse of Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,217,C2H5,CH4,,C2H6,CH3,,,7.20E-13,2.10,8.08E+03,,2.79E-15,600-1800 K reverse of Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CH3  ,C2H6,,C2H5,CH4,,,1.80E-16,6.00,3.04E+03,,1.18E-14,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,218,CH3  ,C2H6,,C2H5,CH4,,,7.20E-15,4.00,4.17E+03,,1.37E-14,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H2,C2H5,,C2H,C2H6,,,4.50E-13,0.00,1.18E+04,,3.38E-18,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,219,C2H2,C2H5,,C2H,C2H6,,,3.70E-12,,1.28E+04,,1.02E-17,"1400, 2000 K reverse of Lander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,220,C2H,C2H6,,C2H2,C2H5,,,3.60E-11,,,,3.60E-11,Lander et al 1990; Moses-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,221,C2H5,C2H5,,C2H4,C2H6,,,2.40E-12,,,,2.40E-12,Baulch et al 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H4,C2H6,,C2H5,C2H5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2H4,C2H5,,C2H6,C2H3,,,6.00E-14,3.13,9.06E+03,,3.02E-16,Tsang and Hampson 1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,222,C2H4,C2H5,,C2H6,C2H3,,,1.46E-13,3.30,1.08E+04,,1.57E-16,reverse of Tsang Hampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
